Timestamp,VIX_Current,VIX_Momentum,VIX_Volatility,GVZ_Current,GVZ_Momentum,GVZ_Volatility,DXY_Current,DXY_Momentum,DXY_Volatility,GOLD_Current,GOLD_Momentum,GOLD_Volatility,Composite_Score
2025-11-26 07:10:57,18.559999465942383,-8.073308692417605,164.23066590681498,22.40999984741211,1.265253941545149,54.015714636198176,99.66400146484376,-0.1282651437847139,2.907829564619816,4184.7998046875,0.2107232923251915,18.384760041392926,48.27
2025-11-26 07:37:25,18.559999465942383,-8.073308692417605,164.23066590681498,22.40999984741211,1.265253941545149,54.015714636198176,99.72200012207033,-0.070145597796075,2.9143201348194934,4186.2998046875,0.2466428325550766,18.38399070544841,49.02
2025-11-26 08:14:05,18.559999465942383,-8.073308692417605,158.51200916761562,22.40999984741211,1.265253941545149,54.015714636198176,99.7699966430664,-0.0350720525047278,2.90188636980473,4192.89990234375,0.3134144760129109,19.02170864294776,50.35
2025-11-26 08:46:45,18.209999084472656,-10.997067940768153,157.3107400624017,22.40999984741211,1.265253941545149,54.015714636198176,99.78099822998048,0.0441147402439643,2.8937736914677017,4197.5,0.3466411666268228,18.98474138693016,50.95
2025-11-26 09:12:09,18.209999084472656,-10.997067940768153,157.3107400624017,22.40999984741211,1.265253941545149,54.015714636198176,99.80699920654295,0.1635843791427275,2.8912203545401294,4194.89990234375,-0.057177291483201,18.175569270191584,43.75
2025-11-26 09:41:46,18.32999992370605,-8.304151407797915,156.62408632371182,22.40999984741211,1.265253941545149,54.015714636198176,99.81199645996094,0.1223733730234289,2.888758520485695,4196.60009765625,-0.0071434795795957,18.113239887914567,44.63
2025-11-26 10:11:34,18.3700008392334,-6.035797666888134,155.93909627874382,22.40999984741211,1.265253941545149,54.015714636198176,99.8030014038086,0.1455018931093148,2.8773320567461687,4160.5,-0.9263205040805798,18.5410018974942,28.17
2025-11-26 10:44:26,18.350000381469727,-4.971512744813044,155.2367685907324,22.40999984741211,1.265253941545149,54.015714636198176,99.83200073242188,0.2087852143645881,2.872421988515424,4155.7001953125,-1.0830238475844771,18.62658251698092,26.97
2025-11-26 11:08:54,18.299999237060547,-4.28871112019119,154.5463799105467,22.40999984741211,1.265253941545149,54.015714636198176,99.8219985961914,0.1987453282173565,2.870108201871082,4156.60009765625,-1.0616037223365995,19.321654104527976,27.7
2025-11-26 11:34:51,18.350000381469727,-4.675322693663758,153.85909044581717,22.40999984741211,1.265253941545149,54.015714636198176,99.8479995727539,0.153467955662806,2.863587376654468,4159.7001953125,-0.7894392987233741,18.38561813318831,30.96
2025-11-26 12:18:19,18.479999542236328,-2.428727449052192,152.55663513732384,22.40999984741211,1.265253941545149,54.015714636198176,99.85399627685548,0.179576844361581,2.862480942675828,4206.10009765625,0.092806200620815,17.83384034394789,49.09
2025-11-26 13:08:17,18.32999992370605,-3.728996626477444,152.00469422447424,22.40999984741211,1.265253941545149,54.015714636198176,99.80999755859376,0.169607611554083,2.842680018289273,4151.10009765625,-1.0959948280882643,18.5487053055958,28.13
2025-11-26 13:49:17,18.14999961853028,-2.993049135994473,150.8664513123329,22.40999984741211,1.265253941545149,54.015714636198176,99.84700012207033,0.1655272936344893,2.982930786534743,4194.10009765625,0.2102667282973073,18.49733145286284,50.62
